BUSINESS UNIT,BUSINESS LINE,ACTIVITY DATE,Sum of AHT,Sum of TOTAL TIME - AHT (sec),Sum of VOLUME - RECEIVED,Sum of CONFORMANCE,Sum of ADHERENCE,Sum of ABANDONMENT RATE,Sum of SERVICE LEVEL,Unplanned Out
Participant Transactions,Participant Transactions,1/30/2020,521,1160326,2253,97.16%,84.41%,112.92%,0,35.5
Participant Transactions,Participant Transactions,1/31/2020,490,1107274,2243,97.22%,84.27%,112.75%,0,34.41666667
Participant Transactions,Participant Transactions,2/3/2020,481,1328398,2645,97.18%,82.16%,106.16%,0,12.5
Participant Transactions,Participant Transactions,2/4/2020,474,1459741,3308,98.24%,83.90%,91.78%,0,31.5
Participant Transactions,Participant Transactions,2/5/2020,409,1290103,2860,100.79%,85.22%,95.91%,0,20.25
Participant Transactions,Participant Transactions,2/6/2020,501,1314391,2677,98.16%,86.15%,104.59%,0,64
Participant Transactions,Participant Transactions,2/7/2020,527,1357898,2548,101.82%,85.73%,108.63%,0,29.5
Participant Transactions,Participant Transactions,2/10/2020,583,1772397,2656,96.34%,86.21%,107.38%,0,26.5
Participant Transactions,Participant Transactions,2/11/2020,605,1723623,2881,97.89%,86.55%,100.14%,0,14.5
Participant Transactions,Participant Transactions,2/12/2020,621,1433056,2200,85.13%,81.50%,126.23%,0,29.5
Participant Transactions,Participant Transactions,2/13/2020,657,1512580,2350,96.93%,87.55%,120.13%,0,29.16666667
Participant Transactions,Participant Transactions,2/14/2020,583,1460401,2337,96.77%,84.31%,113.65%,0,35.83333333
Participant Transactions,Participant Transactions,2/17/2020,436,356913,880,94.79%,81.78%,348.30%,0,0
Participant Transactions,Participant Transactions,2/18/2020,536,1606541,2861,102.60%,87.00%,102.31%,0,45.66666667
Participant Transactions,Participant Transactions,2/19/2020,495,1425275,2888,96.91%,84.31%,101.63%,0,38
Participant Transactions,Participant Transactions,2/20/2020,527,1194854,2073,97.16%,83.15%,132.18%,0,47.5
Participant Transactions,Participant Transactions,2/21/2020,494,1195350,2380,99.86%,86.67%,113.49%,0,45
Participant Transactions,Participant Transactions,2/24/2020,626,1884929,2807,100.27%,87.99%,105.09%,0,59.25
Participant Transactions,Participant Transactions,2/25/2020,650,1621153,2338,95.17%,84.91%,119.42%,0,18.5
Participant Transactions,Participant Transactions,2/26/2020,686,1574979,2199,93.54%,84.46%,122.65%,0,49.25
Participant Transactions,Participant Transactions,2/27/2020,698,1479447,2086,90.65%,82.55%,127.66%,0,42.75
Participant Transactions,Participant Transactions,2/28/2020,648,1438759,2208,95.42%,83.33%,120.02%,0,71.16666667
Participant Transactions,Participant Transactions,3/2/2020,649,1830730,2649,100.88%,85.66%,104.15%,0,59.5
Participant Transactions,Participant Transactions,3/3/2020,570,1668154,2886,91.67%,80.81%,94.11%,0,36
Participant Transactions,Participant Transactions,3/4/2020,611,1459744,2308,91.66%,81.65%,114.17%,0,39.83333333
Participant Transactions,Participant Transactions,3/5/2020,624,1533747,2381,93.93%,84.47%,107.31%,0,29
Participant Transactions,Participant Transactions,3/6/2020,714,1584081,2192,96.69%,84.21%,115.42%,0,34
Participant Transactions,Participant Transactions,3/9/2020,671,1665212,2274,97.13%,83.50%,117.77%,0,52
Participant Transactions,Participant Transactions,3/10/2020,658,1644254,2598,96.70%,86.13%,106.89%,0,17.5
Participant Transactions,Participant Transactions,3/11/2020,597,1569389,2438,98.08%,85.21%,106.07%,0,26.25
Participant Transactions,Participant Transactions,3/12/2020,657,1524266,2243,93.74%,81.62%,111.86%,0,20.25
Participant Transactions,Participant Transactions,3/13/2020,582,1470068,2556,95.63%,82.49%,99.41%,0,36
Participant Transactions,Participant Transactions,3/16/2020,674,1928106,2819,97.51%,87.75%,111.21%,0,23
Participant Transactions,Participant Transactions,3/17/2020,668,1702348,2528,94.44%,84.17%,123.34%,0,9
Participant Transactions,Participant Transactions,3/18/2020,783,1533158,1808,92.61%,77.91%,164.10%,0,23
Participant Transactions,Participant Transactions,3/19/2020,747,1422602,1868,92.46%,76.97%,156.96%,0,12
Participant Transactions,Participant Transactions,3/20/2020,777,1580826,1959,94.93%,80.51%,145.84%,0,1
Participant Transactions,Participant Transactions,3/23/2020,860,1504777,1667,91.86%,77.90%,177.26%,0,12
Participant Transactions,Participant Transactions,3/24/2020,847,1615227,1884,96.46%,80.76%,155.63%,0,3
Participant Transactions,Participant Transactions,3/25/2020,814,1377218,1657,87.84%,78.36%,174.77%,0,11
Participant Transactions,Participant Transactions,3/26/2020,865,1384512,1551,88.53%,79.46%,183.75%,0,4
Participant Transactions,Participant Transactions,3/27/2020,739,1417631,1895,88.37%,78.21%,149.18%,0,0
Participant Transactions,Participant Transactions,3/30/2020,874,1729769,1864,96.45%,82.45%,158.05%,0,0
Participant Transactions,Participant Transactions,3/31/2020,799,1732776,2158,102.19%,84.23%,136.01%,0,9
Participant Transactions,Participant Transactions,4/1/2020,607,1374206,1916,89.87%,79.77%,134.86%,0,14.5
Participant Transactions,Participant Transactions,4/2/2020,683,1503984,2132,95.01%,83.85%,118.06%,0,8
Participant Transactions,Participant Transactions,4/3/2020,672,1461725,2100,95.28%,83.94%,116.29%,0,20.5
Participant Transactions,Participant Transactions,4/6/2020,698,1589867,1995,99.46%,86.92%,124.01%,0,12
Participant Transactions,Participant Transactions,4/7/2020,762,1360039,1635,87.82%,77.07%,142.08%,0,0
Participant Transactions,Participant Transactions,4/8/2020,800,1232414,1498,87.58%,76.26%,152.20%,0,16
Participant Transactions,Participant Transactions,4/9/2020,850,1183561,1344,83.56%,73.75%,166.29%,0,0
Participant Transactions,Participant Transactions,4/10/2020,3318,192470,258,112.66%,81.33%,943.80%,0,0
Participant Transactions,Participant Transactions,4/13/2020,660,1860902,2696,100.82%,86.02%,90.39%,0,18.66666667
Participant Transactions,Participant Transactions,4/14/2020,552,1811745,3258,103.02%,85.25%,74.28%,0,2
Participant Transactions,Participant Transactions,4/15/2020,584,1524993,2479,97.18%,81.51%,92.09%,0,8
Participant Transactions,Participant Transactions,4/16/2020,620,1517187,2488,98.11%,81.54%,93.45%,0,8
Participant Transactions,Participant Transactions,4/17/2020,574,1638958,2819,101.41%,87.55%,81.27%,0,9
Participant Transactions,Participant Transactions,4/20/2020,579,1857048,3201,102.07%,87.19%,78.32%,0,25.75
Participant Transactions,Participant Transactions,4/21/2020,509,1489822,3056,97.81%,82.33%,86.29%,0,31.5
Participant Transactions,Participant Transactions,4/22/2020,488,1508332,2769,97.97%,82.64%,83.50%,0,29.5
Participant Transactions,Participant Transactions,4/23/2020,580,1481830,2421,98.06%,83.48%,89.96%,0,30
Participant Transactions,Participant Transactions,4/24/2020,357,1832860,5217,98.29%,84.43%,43.22%,0,32.75
Participant Transactions,Participant Transactions,4/27/2020,392,2000202,4813,102.20%,87.93%,49.93%,0,18.5
Participant Transactions,Participant Transactions,4/28/2020,323,1833058,5979,103.21%,87.54%,45.38%,0,17
Participant Transactions,Participant Transactions,4/29/2020,323,1679267,5013,100.78%,84.91%,50.31%,0,32
Participant Transactions,Participant Transactions,4/30/2020,366,1640914,4288,101.47%,85.15%,54.36%,0,17.25
Participant Transactions,Participant Transactions,5/1/2020,397,1794882,4579,102.79%,87.83%,52.15%,0,8.25
Participant Transactions,Participant Transactions,5/4/2020,426,1911565,4514,95.60%,83.42%,58.77%,0,35.75
Participant Transactions,Participant Transactions,5/5/2020,434,1733950,3865,96.81%,80.21%,65.20%,0,8.75
Participant Transactions,Participant Transactions,5/6/2020,491,1715794,3325,91.35%,79.51%,70.62%,0,10.5
Participant Transactions,Participant Transactions,5/7/2020,560,1571448,2866,92.43%,80.88%,84.05%,0,17
Participant Transactions,Participant Transactions,5/8/2020,513,1342000,2454,93.71%,80.56%,91.56%,0,26.75
Participant Transactions,Participant Transactions,5/11/2020,579,1517540,2342,95.35%,83.45%,96.80%,0,30.16666667
Participant Transactions,Participant Transactions,5/12/2020,637,1557115,2462,94.77%,80.21%,92.81%,0,9.916666667
Participant Transactions,Participant Transactions,5/13/2020,625,1407223,2184,93.25%,79.00%,101.51%,0,14
Participant Transactions,Participant Transactions,5/14/2020,595,1260481,2125,90.92%,76.57%,104.56%,0,13.5
Participant Transactions,Participant Transactions,5/15/2020,627,1368562,2179,92.95%,79.74%,101.97%,0,14.5
Participant Transactions,Participant Transactions,5/18/2020,701,1774323,2282,100.85%,87.80%,101.10%,0,21
Participant Transactions,Participant Transactions,5/19/2020,634,1761790,2808,99.69%,84.20%,83.23%,0,12.5
Participant Transactions,Participant Transactions,5/20/2020,685,1589597,2157,91.61%,85.13%,100.88%,0,16.75
Participant Transactions,Participant Transactions,5/21/2020,717,1348860,1933,88.93%,78.53%,115.26%,0,10.75
Participant Transactions,Participant Transactions,5/22/2020,669,1464477,2188,98.36%,86.09%,101.74%,0,28
Participant Transactions,Participant Transactions,5/25/2020,0,0,61,#DIV/0!,#DIV/0!,4401.64%,0,0
Participant Transactions,Participant Transactions,5/26/2020,561,1667320,2600,93.75%,80.34%,88.92%,0,33.66666667
Participant Transactions,Participant Transactions,5/27/2020,643,1412282,2221,89.15%,72.44%,105.09%,0,16.25
Participant Transactions,Participant Transactions,5/28/2020,656,1440796,2132,97.73%,82.29%,106.43%,0,28
Participant Transactions,Participant Transactions,5/29/2020,695,1353944,1861,90.17%,75.48%,117.36%,0,18.16666667
Participant Transactions,Participant Transactions,6/1/2020,735,735461,1204,93.68%,82.51%,186.13%,0,17.41666667
Participant Transactions,Participant Transactions,6/2/2020,779,1083422,1708,92.69%,78.83%,125.35%,0,18
Participant Transactions,Participant Transactions,6/3/2020,627,1479113,2386,88.94%,80.61%,83.82%,0,0
Participant Transactions,Participant Transactions,6/4/2020,634,1306934,2065,82.84%,76.66%,28.28%,0,14
Participant Transactions,Participant Transactions,6/5/2020,678,1463306,2279,90.68%,82.05%,30.89%,0,24.75
Participant Transactions,Participant Transactions,6/8/2020,667,1670431,2453,98.77%,84.42%,36.57%,0,9.25
Participant Transactions,Participant Transactions,6/9/2020,668,1556187,2292,94.62%,80.28%,37.52%,0,19.33333333
Participant Transactions,Participant Transactions,6/10/2020,614,1416735,2394,93.47%,82.30%,39.39%,0,14.5
Participant Transactions,Participant Transactions,6/11/2020,537,1345622,2600,91.73%,79.10%,39.96%,0,28.25
Participant Transactions,Participant Transactions,6/12/2020,544,1406048,2356,90.14%,82.05%,34.38%,0,17
Participant Transactions,Participant Transactions,6/15/2020,624,1676138,3022,99.54%,85.28%,49.64%,0,29.75
Participant Transactions,Participant Transactions,6/16/2020,630,1560435,2509,97.42%,78.45%,61.10%,0,14.91666667
Participant Transactions,Participant Transactions,6/17/2020,599,1163676,1888,82.38%,70.44%,0.00%,0,32.41666667
Participant Transactions,Participant Transactions,6/18/2020,657,1123258,1802,79.08%,68.68%,87.29%,0,18.5
Participant Transactions,Participant Transactions,6/19/2020,661,1218794,1680,85.05%,76.30%,83.81%,0,18.33333333
Participant Transactions,Participant Transactions,6/22/2020,642,1644322,2353,98.00%,83.60%,66.68%,0,24
Participant Transactions,Participant Transactions,6/23/2020,469,1631342,3542,98.93%,82.66%,46.16%,0,0
Participant Transactions,Participant Transactions,6/24/2020,673,1359535,1886,94.17%,75.87%,79.64%,0,7
Participant Transactions,Participant Transactions,6/25/2020,555,1292237,2318,89.28%,77.31%,64.32%,0,7
Participant Transactions,Participant Transactions,6/26/2020,630,1415546,2313,94.80%,86.33%,67.36%,0,16.25
Participant Transactions,Participant Transactions,6/29/2020,507,1782292,3425,100.45%,87.59%,52.88%,0,13
Participant Transactions,Participant Transactions,6/30/2020,584,1648988,2777,97.27%,84.95%,50.99%,0,14.75
Participant Transactions,Participant Transactions,7/1/2020,531,1506496,2519,92.41%,83.75%,57.40%,0,10.5
Participant Transactions,Participant Transactions,7/2/2020,694,1390557,1796,90.59%,80.09%,68.99%,0,24.75
Participant Transactions,Participant Transactions,7/3/2020,0,0,115,#DIV/0!,#DIV/0!,1072.17%,0,0
Participant Transactions,Participant Transactions,7/6/2020,587,1835295,3415,98.84%,85.68%,44.36%,0,38.25
Participant Transactions,Participant Transactions,7/7/2020,545,1444746,2460,92.41%,83.87%,53.86%,0,43
Participant Transactions,Participant Transactions,7/8/2020,575,1188378,1901,90.68%,80.26%,60.81%,0,32
Participant Transactions,Participant Transactions,7/9/2020,653,1306280,1973,89.23%,81.41%,57.27%,0,26.75
Participant Transactions,Participant Transactions,7/10/2020,634,1283884,2034,89.76%,82.15%,56.10%,0,16
Participant Transactions,Participant Transactions,7/13/2020,631,1609807,2356,98.37%,86.00%,51.78%,0,18.5
Participant Transactions,Participant Transactions,7/14/2020,664,1551910,2599,98.25%,86.14%,13.01%,0,8
Participant Transactions,Participant Transactions,7/15/2020,719,1458390,2257,95.04%,84.76%,24.99%,0,6.75
Participant Transactions,Participant Transactions,7/16/2020,601,1345509,2300,93.81%,83.13%,27.35%,0,6
Participant Transactions,Participant Transactions,7/17/2020,666,1239155,1916,85.36%,78.02%,35.80%,0,4
Participant Transactions,Participant Transactions,7/20/2020,576,1728039,2874,100.84%,88.69%,32.08%,0,30
Participant Transactions,Participant Transactions,7/21/2020,595,1556907,2644,95.94%,86.08%,44.21%,0,11
Participant Transactions,Participant Transactions,7/22/2020,582,1298083,2288,91.52%,83.11%,43.53%,0,13.75
Participant Transactions,Participant Transactions,7/23/2020,638,1324343,1943,92.97%,81.03%,44.36%,0,10
Participant Transactions,Participant Transactions,7/24/2020,631,1299355,2141,90.67%,82.93%,41.66%,0,0
Participant Transactions,Participant Transactions,7/27/2020,624,1711045,2464,101.75%,89.54%,46.92%,0,12.75
Participant Transactions,Participant Transactions,7/28/2020,597,1542801,2547,96.54%,83.30%,42.09%,0,13
Participant Transactions,Participant Transactions,7/29/2020,614,1275446,2018,90.66%,83.06%,48.66%,0,0
Participant Transactions,Participant Transactions,7/30/2020,486,1271257,2584,85.06%,77.95%,50.85%,0,4.083333333
Participant Transactions,Participant Transactions,7/31/2020,552,1177990,2250,88.43%,79.17%,0.00%,0,30.5
Participant Transactions,Participant Transactions,8/3/2020,582,1622846,2557,100.18%,87.36%,44.43%,0,21
Participant Transactions,Participant Transactions,8/4/2020,677,1502298,2255,92.01%,78.52%,51.84%,0,16.5
Participant Transactions,Participant Transactions,8/5/2020,564,1303545,2292,87.43%,79.03%,50.17%,0,0
Participant Transactions,Participant Transactions,8/6/2020,633,1227230,1975,83.30%,76.23%,60.10%,0,8.5
Participant Transactions,Participant Transactions,8/7/2020,576,1304240,2212,92.08%,84.09%,51.22%,0,11.5
Participant Transactions,Participant Transactions,8/10/2020,556,1731431,2784,100.24%,88.59%,44.54%,0,17
Participant Transactions,Participant Transactions,8/11/2020,621,1485697,2303,94.83%,83.49%,49.93%,0,13
Participant Transactions,Participant Transactions,8/12/2020,602,1319967,2163,90.51%,81.96%,51.96%,0,8
Participant Transactions,Participant Transactions,8/13/2020,648,1279159,1922,86.04%,77.96%,55.83%,0,13.5
Participant Transactions,Participant Transactions,8/14/2020,635,1188774,1812,90.87%,81.88%,55.85%,0,30.5
Participant Transactions,Participant Transactions,8/17/2020,585,1607128,2571,100.23%,87.95%,50.02%,0,40.75
Participant Transactions,Participant Transactions,8/18/2020,629,1387624,2268,94.22%,85.75%,56.75%,0,40
Participant Transactions,Participant Transactions,8/19/2020,647,1412807,2130,90.27%,82.31%,57.98%,0,16
Participant Transactions,Participant Transactions,8/20/2020,610,1210223,1857,90.92%,79.63%,59.77%,0,28
Participant Transactions,Participant Transactions,8/21/2020,569,1298593,2331,91.12%,82.31%,49.51%,0,20
Participant Transactions,Participant Transactions,8/24/2020,643,1633036,2325,90.70%,80.59%,52.95%,0,1.25
Participant Transactions,Participant Transactions,8/25/2020,641,1437806,2215,95.87%,85.39%,54.31%,0,16
Participant Transactions,Participant Transactions,8/26/2020,622,1305067,2077,91.35%,82.72%,56.86%,0,8.25
Participant Transactions,Participant Transactions,8/27/2020,582,1231310,2015,91.08%,79.70%,53.70%,0,19
Participant Transactions,Participant Transactions,8/28/2020,651,1145516,1755,88.80%,80.35%,61.37%,0,24.25
Participant Transactions,Participant Transactions,8/31/2020,622,1435725,2144,94.12%,83.69%,53.68%,0,19.25
Participant Transactions,Participant Transactions,9/1/2020,629,1498731,2474,90.92%,82.18%,50.20%,0,0
Participant Transactions,Participant Transactions,9/2/2020,622,1336075,2092,88.41%,82.55%,56.69%,0,14.25
Participant Transactions,Participant Transactions,9/3/2020,633,1310625,2012,94.64%,83.55%,55.96%,0,11
Participant Transactions,Participant Transactions,9/4/2020,670,1161605,1678,82.19%,72.29%,63.77%,0,7
Participant Transactions,Participant Transactions,9/7/2020,0,0,88,#DIV/0!,#DIV/0!,1586.36%,0,0
Participant Transactions,Participant Transactions,9/8/2020,630,1735812,3339,98.95%,84.95%,20.34%,0,11.75
Participant Transactions,Participant Transactions,9/9/2020,574,1335248,2415,90.48%,82.94%,31.76%,0,0
Participant Transactions,Participant Transactions,9/10/2020,605,1285346,2054,89.71%,82.09%,33.93%,0,17.25
